id,smoking
15000,0.7989629828999437
15001,0.008364782839028577
15002,0.16525229345956088
15003,0.011887202796095231
15004,0.6246475745815393
15005,0.7277725121697872
15006,0.6108534757519796
15007,0.40483501598380206
15008,0.8421032894287841
15009,0.05019598946323436
15010,0.2068558426481455
15011,0.49029047796767133
15012,0.40060045359911256
15013,0.04837842611707544
15014,0.4877125455526852
15015,0.057476994818853655
15016,0.00021972942591711318
15017,0.49440038016562876
15018,0.4551303167441628
15019,0.002485550641909034
15020,0.004833238854627341
15021,0.8704805383436391
15022,0.03375732587409198
15023,0.7789791285779553
15024,0.010700183331129506
15025,0.036367950234285566
15026,0.731233787573195
15027,0.6939999390468613
15028,0.3364740897024904
15029,0.7758967761459498
15030,0.9111999226012806
15031,0.786857647916262
15032,0.03967453651500851
15033,0.0008846778698530204
15034,0.1290629746499308
15035,0.5229957279757329
15036,0.014326165860426222
15037,0.3562466804408204
15038,0.7683338862871546
15039,0.024954605267143763
15040,0.21759958994955028
15041,0.10093596743814327
15042,0.21034915023258183
15043,0.6453561643476249
15044,0.03332302427938591
15045,0.6381084009968714
15046,0.41268528080861705
15047,0.393691092802582
15048,0.025429051715656563
15049,0.0010660519926168283
15050,0.43642651670313
15051,0.6761757760751442
15052,0.5297810734553776
15053,0.06243469793325198
15054,0.021562062034850542
15055,0.11706282546815373
15056,0.23274986487766652
15057,0.7629053886989623
15058,0.028703240376427176
15059,0.46396937652887665
15060,0.863784643636646
15061,0.49842837221939523
15062,0.6016368028053675
15063,0.731510496851658
15064,0.08027427904950418
15065,0.24896152917039538
15066,0.901236714815774
15067,0.08842417831909243
15068,0.05332427865289215
15069,0.004157427562646861
15070,0.5368786472140602
15071,0.2920151106152795
15072,0.7160947812453955
15073,0.09286878146496155
15074,0.013332993535867825
15075,0.9496216815446443
15076,0.6974777319090928
15077,0.01763456236235084
15078,0.6141814667627308
15079,0.12519553039880815
15080,0.008189478743596207
15081,0.37493052805147925
15082,0.6418972015279923
15083,0.17213971621250637
15084,0.523472899847829
15085,0.003578608295086292
15086,0.012309248296019402
15087,0.03713344668001856
15088,0.004513706492164374
15089,0.0037589838584216524
15090,0.06213832083937921
15091,0.6492678651974335
15092,0.04013885289683384
15093,0.2788443687521371
15094,0.5517896208997886
15095,0.031112425200135206
15096,0.025645749240221935
15097,0.0011856594382308697
15098,0.35773128399974885
15099,0.8050508347591763
15100,0.01807374193185683
15101,0.2543041534704297
15102,0.0002898666136088813
15103,0.015483511067370765
15104,0.0020464419841540803
15105,0.00425644418365862
15106,0.834300381967871
15107,0.003611532290130578
15108,0.6623354441382939
15109,0.7948302771140777
15110,0.05065278083356524
15111,0.002500053636522264
15112,0.010279936511417164
15113,0.5268565694071962
15114,0.027752355544442834
15115,0.15127609024399888
15116,0.3767840834556726
15117,0.005299687560237786
15118,0.5983477438512113
15119,0.031696878469074624
15120,0.004865313627247606
15121,0.5805353201672951
15122,0.55171557823153
15123,0.3737149527331437
15124,0.035233085086708665
15125,0.7003978142153399
15126,0.47065790137880653
15127,0.7841181085565853
15128,0.7025454362479598
15129,0.9143614806567604
15130,0.7664195606582289
15131,0.06004687695187137
15132,0.49611931659362374
15133,0.1239960084578475
15134,0.7949586231457701
15135,0.5870888345444538
15136,0.39701892390187604
15137,0.6641400342008947
15138,0.7313192300543458
15139,0.019297908975386035
15140,0.4739678874006422
15141,0.6541233517361927
15142,0.014042032053321635
15143,0.5827551731805819
15144,0.003023809636700092
15145,0.03411341966983514
15146,0.41294159234368194
15147,0.7248616370754888
15148,0.10937979910397366
15149,0.41672337077252214
15150,0.48633091375307075
15151,0.07776214208455821
15152,0.4589403488840846
15153,0.05039705875874932
15154,0.698663179932686
15155,0.15057251021636092
15156,0.7620128334338088
15157,0.028381338486592557
15158,0.8571853089556272
15159,0.0026107381771409946
15160,0.10955477113646646
15161,0.019035016079439387
15162,0.010799042831287535
15163,0.09711083399989456
15164,0.7045972096978462
15165,0.41559311495350987
15166,0.543777061466206
15167,0.43573033249042553
15168,0.7513272007695591
15169,0.48895886418793105
15170,0.9965929681172698
15171,0.1258032529756094
15172,0.2845604433061402
15173,0.0065351657713154385
15174,0.40804345726044
15175,0.5394175985468225
15176,0.8340939788168993
15177,0.2993822084058053
15178,0.7462638188034527
15179,0.030160294715253756
15180,0.4821813667966939
15181,0.011826116651682908
15182,0.6574905192557863
15183,0.6987418085507459
15184,0.054064482991133214
15185,0.032119427164213635
15186,0.9199073105195162
15187,0.48370401224214804
15188,0.49412317417181
15189,0.4439014566952048
15190,0.30269506517478556
15191,0.8466240781292652
15192,0.022707778482689525
15193,0.3775124233770365
15194,0.004129605443689985
15195,0.008849483231520603
15196,0.7678543173925023
15197,0.7099316301605292
15198,0.780539186304486
15199,0.6545696075486607
15200,0.4312052603872761
15201,0.7028875078638349
15202,0.5399885796206241
15203,0.009957480084009119
15204,0.01062987280125515
15205,0.5782669056208607
15206,0.32076025985449863
15207,0.7288352284615904
15208,0.2798828226866557
15209,0.6757160215793023
15210,0.537575006332702
15211,0.3124231464627387
15212,0.6470821479243465
15213,0.2578614987979224
15214,0.08801280333912365
15215,0.026556756658983632
15216,0.5664448297761596
15217,0.004446437706195644
15218,0.059067620299970564
15219,0.11416519269041622
15220,0.03735441203973649
15221,0.009415372689632408
15222,0.7258223621323598
15223,0.6510004213303092
15224,0.010449427203842556
15225,0.013387450351946788
15226,9.785799306228455e-05
15227,0.7427012749546049
15228,0.6347395341159686
15229,0.012712100395640158
15230,0.4097808747782897
15231,0.04368175500617996
15232,0.036876888782364226
15233,0.13081796200963577
15234,0.08652083743443273
15235,0.03248168323232967
15236,0.6990824421349005
15237,0.019480973726689624
15238,0.3589101208657287
15239,0.7609256108035648
15240,0.0002622324522705348
15241,0.5421286125220313
15242,0.8125823401349798
15243,0.018833167113137754
15244,0.7960086038048683
15245,0.027725622319897975
15246,0.0002823259904400179
15247,0.01492604619570398
15248,0.1385781250874216
15249,0.13466426326014452
15250,0.00896276787500724
15251,0.02931629357072874
15252,0.7680473133061871
15253,0.008883051264027053
15254,0.13174682397687326
15255,0.04107462513413726
15256,0.032757315681397614
15257,0.43104689334010404
15258,0.03491225791208065
15259,0.8949073144929652
15260,0.3395825445984688
15261,0.6761793079126797
15262,0.7209239486894204
15263,0.6798863593777105
15264,0.13855265981117953
15265,0.26084982338983104
15266,0.005048671788962784
15267,0.4567824537872275
15268,0.6855936503561139
15269,0.34018482843116665
15270,0.48459106663917945
15271,0.5236011502292705
15272,0.4446558870391788
15273,0.6744076545562151
15274,0.9124595458211598
15275,0.07260183886199963
15276,0.5386806032667846
15277,0.4730938771128065
15278,0.015025490219434815
15279,0.0036671726646142493
15280,0.06350960180426432
15281,0.01875394038626276
15282,0.25752192047087835
15283,0.5699972388701975
15284,0.6055991050952755
15285,0.7060420037459888
15286,0.011892370719888388
15287,0.007545339597904331
15288,0.024025048443128107
15289,0.8009290674736995
15290,0.8808853718633064
15291,0.19025216992719848
15292,0.004070972042355749
15293,0.5885920920375346
15294,0.8712910338712934
15295,0.2998055665288149
15296,0.623542826601282
15297,0.4264989345236018
15298,0.7003725409400536
15299,0.004036624553520074
15300,0.7908766753887427
15301,0.671520647954367
15302,0.042863744872872235
15303,0.029743034150018378
15304,0.11911803188293427
15305,0.5312600199917851
15306,0.4237697197394435
15307,0.03153118673725455
15308,0.48977178923317577
15309,0.8600620888293731
15310,0.24003802514595196
15311,0.05668454797769458
15312,0.4009532765938077
15313,0.0024045178199216047
15314,0.5816274420508476
15315,0.5436699736083529
